formula,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,YS
Al0.5 Cr1 Nb1 Ti2 V0.5,Al0.5 Cr1 Nb1 Ti2 V0.5,5,0.5099019513592785,0.43444814857686126,0.40502823512428626,0.40089381838945415,0.40007813258028374,13.0,41.0,28.0,25.4,6.239999999999999,22.0,43.0,73.0,30.0,48.3,5.219999999999999,43.0,26.9815386,92.90638,65.92484139999999,55.91959985999999,14.794712055999995,47.867,933.47,2750.0,1816.53,2074.047,334.553,1941.0,4.0,13.0,9.0,5.6,1.64,4.0,3.0,5.0,2.0,4.1,0.35999999999999976,4.0,121.0,164.0,43.0,152.0,11.4,160.0,1.54,1.66,0.11999999999999988,1.5919999999999999,0.04160000000000001,1.54,1.0,2.0,1.0,1.6,0.4800000000000001,2.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,5.0,5.0,2.9,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.6,0.8,4.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,8.0,8.0,6.1,1.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.0,0.8,8.0,11.19,18.18,6.99,15.499,2.2214,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,9.01333333332e-06,1.0815999999983999e-05,2.25333333333e-05,194.0,229.0,35.0,214.6,16.48,194.0,1.6,0.1,2.9,0.0,False,0.003593527769006677,0.0005483167045703497,Al0.04825059311502735 Cr0.18596735359400693 Nb0.3322855679675817 Ti0.34239873046187425 V0.09109775486150985 ,Al0.1Cr0.2Nb0.2Ti0.4V0.1,0.0366322656103918,2.3140577005657996,-0.010363965618902848,2.5100000000000007,1.0588105138289456,-0.012228301672142033,55.91959986,279.59799929999997,-9.112521904364133,0.07712139399891227,0.17050000000000015,5.6,10.960000000000003,5.143999999999999,17.0,2.0,1.0,14.0,0.0,53.879000000000005,0.5891521696433346,14.107500000000003,-0.12979481009884553,1240.0
Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,6,0.4165977904505309,0.3134742945802482,0.25117273236020954,0.2288690323009513,0.21357125142693337,13.0,73.0,60.0,46.27272727272727,19.074380165289256,22.0,43.0,73.0,30.0,47.90909090909091,4.5950413223140485,43.0,26.9815386,180.94788,153.9663414,109.9865507818182,50.71446488595041,47.867,933.47,3290.0,2356.5299999999997,2378.497272727273,512.9120661157025,1941.0,4.0,13.0,9.0,5.181818181818182,1.421487603305785,4.0,3.0,6.0,3.0,5.0,0.7272727272727273,4.0,121.0,175.0,54.0,164.45454545454547,9.68595041322314,160.0,1.3,1.61,0.31000000000000005,1.468181818181818,0.111404958677686,1.3,1.0,2.0,1.0,1.8181818181818181,0.2975206611570248,1.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,4.0,4.0,2.3636363636363638,0.8264462809917354,2.0,0.0,14.0,14.0,5.090909090909091,6.479338842975207,0.0,3.0,19.0,16.0,9.363636363636363,6.644628099173554,4.0,0.0,1.0,1.0,0.18181818181818182,0.2975206611570248,0.0,0.0,5.0,5.0,0.45454545454545453,0.8264462809917354,0.0,0.0,8.0,8.0,6.7272727272727275,1.487603305785124,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.363636363636363,0.6942148760330579,7.0,16.48,23.195,6.715,19.386363636363637,2.4080991735537185,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.0969696969636364e-06,6.704132231395042e-06,0.0,194.0,229.0,35.0,209.54545454545453,16.958677685950413,194.0,1.8181818181818181,0.09090909090909091,2.3636363636363638,5.090909090909091,False,0.02373869707974785,0.003651214005188512,Al0.022301518940441464 Hf0.29506086918849 Nb0.15358304238868364 Ta0.29912397753719866 Ti0.07912868298193429 Zr0.1508019089632518 ,Al0.09090909090909091Hf0.18181818181818182Nb0.18181818181818182Ta0.18181818181818182Ti0.18181818181818182Zr0.18181818181818182,0.04919583041860367,4.55799386640249,-0.002687110194979389,3.785123966942149,1.0712597586568278,-0.014697168880613485,109.98655078181818,604.9260293000001,-6.07263380617822,0.06716254401709593,0.1429752066115702,5.1818181818181825,7.669421487603305,6.346363636363637,15.0,1.0,1.0,13.0,0.0,44.70636363636364,0.3015303900245018,7.237685950413224,-0.042884367860269945,1302.0
Al0.5 Mo1 Nb1 Ti1 V1,Al0.5 Mo1 Nb1 Ti1 V1,5,0.4581228472908512,0.3563927033328696,0.293680717557935,0.27096744364926284,0.25527253251330995,13.0,42.0,29.0,29.88888888888889,10.320987654320987,22.0,43.0,73.0,30.0,49.44444444444444,5.481481481481481,43.0,26.9815386,95.96,68.97846139999999,66.92569984444444,24.45110236049383,47.867,933.47,2896.0,1962.53,2274.83,487.2622222222222,1941.0,4.0,13.0,9.0,5.888888888888889,1.6296296296296298,4.0,3.0,5.0,2.0,4.333333333333333,0.5925925925925926,4.0,121.0,164.0,43.0,153.66666666666666,7.555555555555559,153.0,1.54,2.16,0.6200000000000001,1.718888888888889,0.1960493827160494,1.54,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975309,0.0,0.0,5.0,5.0,3.111111111111111,1.2345679012345678,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.777777777777778,0.7407407407407408,4.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876542,0.0,0.0,8.0,8.0,5.777777777777778,1.6296296296296295,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.777777777777778,0.7407407407407408,6.0,13.01,18.18,5.17,15.957777777777778,1.429135802469136,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.0074074074e-06,7.789300411511112e-06,0.0,194.0,229.0,35.0,220.77777777777777,11.901234567901238,194.0,1.5555555555555556,0.1111111111111111,3.111111111111111,0.0,False,0.09162682579073211,0.013584616565485676,Al0.04479815441916132 Mo0.31858338389748736 Nb0.3085097865964753 Ti0.1589496647594437 V0.16915901032743227 ,Al0.1111111111111111Mo0.2222222222222222Nb0.2222222222222222Ti0.2222222222222222V0.2222222222222222,0.023866348448687336,3.327133512183383,-0.00764274429448581,1.7777777777777777,1.0398847644486717,-0.01314521343892854,66.92569984444444,301.1456493,-23.077868165517366,0.07000341230979655,0.16172839506172848,5.888888888888889,8.987654320987653,5.832222222222222,17.0,2.0,1.0,14.0,0.0,56.09,0.577381584953317,15.235802469135802,-0.13342781034340767,1625.0
Al0.6 Mo1 Ta1 Ti1 V1,Al0.6 Mo1 Ta1 Ti1 V1,5,0.45392636995263264,0.35119018438017163,0.28795624430456235,0.265267119481565,0.24975475662657184,13.0,73.0,60.0,36.478260869565226,18.27977315689981,22.0,43.0,73.0,30.0,50.173913043478265,5.954631379962196,43.0,26.9815386,180.94788,153.9663414,85.19680503478261,46.3105521436673,47.867,933.47,3290.0,2356.5299999999997,2363.0613043478265,634.7293005671078,1941.0,4.0,13.0,9.0,6.043478260869565,1.8147448015122878,4.0,3.0,6.0,3.0,4.521739130434783,0.8506616257088848,4.0,121.0,170.0,49.0,154.2608695652174,9.338374291115313,153.0,1.5,2.16,0.6600000000000001,1.6947826086956523,0.20226843100189051,1.5,1.0,2.0,1.0,1.7826086956521738,0.34026465028355396,1.0,0.0,1.0,1.0,0.13043478260869565,0.22684310018903592,0.0,0.0,5.0,5.0,2.8260869565217392,1.0964083175803403,2.0,0.0,14.0,14.0,3.0434782608695654,4.763705103969755,0.0,3.0,19.0,16.0,7.782608695652174,4.877126654064272,4.0,0.0,1.0,1.0,0.2173913043478261,0.3402646502835539,0.0,0.0,5.0,5.0,0.6521739130434783,1.1342155009451798,0.0,0.0,8.0,8.0,5.869565217391305,1.9092627599243857,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.739130434782609,0.7750472589792059,6.0,13.01,18.12,5.110000000000001,15.956086956521743,1.396597353497165,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.898550724630435e-06,7.667296786378073e-06,0.0,194.0,229.0,35.0,220.8695652173913,11.682419659735347,194.0,1.7826086956521738,0.13043478260869565,2.8260869565217392,3.0434782608695654,False,0.10317990497621321,0.014913522782811597,Al0.04131036053013282 Mo0.24481652980190824 Ta0.4617368361122797 Ti0.12214543289585096 V0.1299908406598281 ,Al0.13043478260869565Mo0.2173913043478261Ta0.2173913043478261Ti0.2173913043478261V0.2173913043478261,0.02713753596732221,3.1231647970833736,-0.0070199126439729545,2.0982986767485823,1.0486747612112144,-0.013241589181517464,85.1968050347826,391.88530316000003,-17.980397378684355,0.069235412891159,0.15973534971644623,6.0434782608695645,10.018903591682422,5.894347826086956,15.0,1.0,1.0,13.0,0.0,62.23130434782608,0.499499244953649,16.53686200378072,-0.1099189320162905,962.0
Al0.667 Co0.667 Cu0.667 Fe0.667 Ni1,Al0.667 Co0.667 Cu0.667 Fe0.667 Ni1,5,0.45452564012667507,0.35387608008095073,0.2967557628758432,0.2809716487112734,0.2744716101683917,13.0,29.0,16.0,24.908669574700106,4.331015597778068,28.0,55.0,73.0,18.0,62.091057797164666,4.661684241320792,61.0,26.9815386,63.546,36.5644614,53.33487576641222,9.584337998907818,58.6934,933.47,1811.0,877.53,1538.5632715376228,285.81588016967754,1728.0,8.0,13.0,5.0,10.181842966194111,1.3224762721357992,10.0,3.0,4.0,1.0,3.818157033805889,0.29755220367967694,4.0,121.0,132.0,11.0,126.72764449291168,3.8349630569552016,124.0,1.61,1.91,0.2999999999999998,1.8336259541984732,0.08264832219234637,1.91,1.0,2.0,1.0,1.8181570338058888,0.2975522036796771,2.0,0.0,1.0,1.0,0.18184296619411122,0.2975522036796771,0.0,0.0,10.0,10.0,6.363413304252999,2.4464522071284085,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.363413304253,2.082766274740185,10.0,0.0,1.0,1.0,0.18184296619411122,0.2975522036796771,0.0,0.0,5.0,5.0,0.9092148309705561,1.4877610183983854,0.0,0.0,4.0,4.0,1.8181570338058888,1.3224762721357992,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.909214830970556,1.1901096637011543,2.0,10.245,16.48,6.235000000000001,11.637452290076338,1.7611664790180404,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8277091270447111,0.7287232292924511,0.5953947,194.0,229.0,35.0,220.09023991275896,9.488653228904193,225.0,1.8181570338058888,0.18184296619411122,6.363413304252999,0.0,False,0.022248762806663658,0.002941949214570594,Al0.09199239598856868 Co0.20093019496343825 Cu0.21665735531811312 Fe0.19040112686463392 Ni0.30001892686524595 ,Al0.18184296619411122Co0.18184296619411122Cu0.18184296619411122Fe0.18184296619411122Ni0.27262813522355506,0.046540441228487675,3.586741234392724,-0.001203815878787951,2.4630600025687097,1.0763305157040033,-0.013254235926653271,53.33487576641221,195.63232431120002,-6.119186702739873,0.08060196738666431,0.21025270725387057,10.181842966194111,5.68551764858382,4.038127044711015,23.0,1.0,1.0,21.0,0.0,62.22279716466739,0.33451361794552387,10.758151129340494,-0.05836399930155222,680.0
Al0.667 Co0.833 Cr0.833 Fe0.833 Ni0.833 Ti1,Al0.667 Co0.833 Cr0.833 Fe0.833 Ni0.833 Ti1,6,0.4109566246984461,0.3068341047523364,0.24465273192984055,0.2234796115515985,0.21045074226906932,13.0,28.0,15.0,23.63192638527705,3.490066527008143,22.0,43.0,73.0,30.0,55.501100220044,7.335040282711471,43.0,26.9815386,58.933195,31.951656399999997,50.745804397119414,7.493326538826999,47.867,933.47,2180.0,1246.53,1760.4111802360471,231.47360686300092,1941.0,4.0,13.0,9.0,8.033606721344267,2.3026987473910063,4.0,3.0,4.0,1.0,3.8665733146629324,0.23124800995406128,4.0,121.0,160.0,39.0,134.96699339867973,11.359272294546924,160.0,1.54,1.91,0.3699999999999999,1.7359691938387676,0.1373366611710019,1.54,1.0,2.0,1.0,1.833366673334667,0.2777333222195549,2.0,0.0,1.0,1.0,0.13342668533706742,0.2312480099540612,0.0,0.0,8.0,8.0,4.7325465093018595,2.356133239050291,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.6993398679735945,2.300199907955186,4.0,0.0,1.0,1.0,0.16663332666533304,0.2777333222195549,0.0,0.0,5.0,5.0,0.667133426685337,1.1562400497703063,0.0,0.0,8.0,8.0,3.9331866373274647,2.004850740102011,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.766953390678135,1.7665999293077257,8.0,10.245,16.69,6.445000000000002,12.616956391278254,2.6604095602077007,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7089507782423151,0.7469280357864784,2.25333333333e-05,194.0,229.0,35.0,214.9661932386477,15.37548798017256,194.0,1.833366673334667,0.13342668533706742,4.7325465093018595,0.0,False,0.033645949486530435,0.005126857935110479,Al0.07094295387495121 Co0.19351815289037405 Cr0.17073890579839052 Fe0.18337748781756938 Ni0.19273074122073106 Ti0.1886917583979838 ,Al0.13342668533706742Co0.16663332666533304Cr0.16663332666533304Fe0.16663332666533304Ni0.16663332666533304Ti0.2000400080016003,0.0556549345196369,1.1884892781549619,-0.0010416382866049137,3.8271571897896277,1.080373707468799,-0.014840998134564139,50.74580439711943,253.67827618119998,-4.7913264099334265,0.11183390869776719,0.28569025907601997,8.03360672134427,21.982746939465905,4.2902700540108025,30.0,1.0,1.0,28.0,0.0,69.6873974794959,0.41491030814490415,15.772397491300618,-0.0842833667518221,1272.0
Al0.75 Co1 Cr1 Cu0.25 Fe1 Ni1 Ti0.5,Al0.75 Co1 Cr1 Cu0.25 Fe1 Ni1 Ti0.5,7,0.4014436757421748,0.3015585198576135,0.24305991955698575,0.22274120016541826,0.2091514725403302,13.0,29.0,16.0,24.181818181818183,3.512396694214875,24.0,43.0,73.0,30.0,57.31818181818182,6.47107438016529,49.0,26.9815386,63.546,36.5644614,51.913427081818185,7.535319964462807,51.9961,933.47,2180.0,1246.53,1726.7354545454546,249.8874380165289,1728.0,4.0,13.0,9.0,8.636363636363637,2.0330578512396693,6.0,3.0,4.0,1.0,3.8636363636363638,0.23553719008264454,4.0,121.0,160.0,39.0,131.77272727272728,7.863636363636363,124.0,1.54,1.91,0.3699999999999999,1.7695454545454543,0.1250826446280992,1.66,1.0,2.0,1.0,1.7727272727272727,0.3512396694214876,1.0,0.0,1.0,1.0,0.13636363636363635,0.2355371900826446,0.0,0.0,10.0,10.0,5.363636363636363,2.206611570247934,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.2727272727272725,2.2231404958677685,6.0,0.0,1.0,1.0,0.22727272727272727,0.3512396694214876,0.0,0.0,5.0,5.0,0.6818181818181818,1.177685950413223,0.0,0.0,8.0,8.0,3.272727272727273,1.7520661157024795,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.181818181818182,1.578512396694215,2.0,10.245,16.69,6.445000000000002,11.992272727272727,2.0780578512396697,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7735527212121212,0.7680103845730027,0.0,194.0,229.0,35.0,218.0,13.090909090909092,194.0,1.7727272727272727,0.13636363636363635,5.363636363636363,0.0,False,0.033645949486530435,0.004377553098341452,Al0.07087377823049622 Co0.20640375652234985 Cr0.18210773002400016 Cu0.0556398355458636 Fe0.1955878649204515 Ni0.20556391424338843 Ti0.08382312051345019 ,Al0.13636363636363635Co0.18181818181818182Cr0.18181818181818182Cu0.045454545454545456Fe0.18181818181818182Ni0.18181818181818182Ti0.09090909090909091,0.05008186611000853,1.8657996774853998,-0.0076240019634860245,3.2128099173553717,1.0807488840534767,-0.015547215133769991,51.913427081818185,285.52384895,-6.198571319368232,0.09301171046557005,0.2402685950413223,8.636363636363637,14.38842975206612,4.1909090909090905,31.0,2.0,1.0,28.0,0.0,72.83363636363636,0.38719725114562425,15.206157024793388,-0.07810864469859417,1900.0
Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,6,0.4101730926981132,0.3055263386234081,0.24218861486474644,0.2196947166670567,0.20451047374121772,13.0,73.0,60.0,44.82608695652174,19.251417769376186,22.0,43.0,73.0,30.0,49.0,6.260869565217392,43.0,26.9815386,180.94788,153.9663414,106.37763720869567,51.02003672438564,47.867,933.47,3290.0,2356.5299999999997,2315.67,556.1704347826087,1941.0,4.0,13.0,9.0,5.521739130434782,1.9508506616257086,4.0,3.0,6.0,3.0,4.913043478260869,0.8166351606805295,4.0,121.0,175.0,54.0,162.56521739130434,11.735349716446125,160.0,1.3,1.61,0.31000000000000005,1.4743478260869565,0.11085066162570892,1.3,1.0,2.0,1.0,1.826086956521739,0.2873345935727789,1.0,0.0,1.0,1.0,0.13043478260869565,0.2268431001890359,0.0,0.0,4.0,4.0,2.260869565217391,0.8620037807183363,2.0,0.0,14.0,14.0,4.869565217391305,6.351606805293005,0.0,3.0,19.0,16.0,9.08695652173913,6.548204158790171,4.0,0.0,1.0,1.0,0.17391304347826086,0.2873345935727788,0.0,0.0,5.0,5.0,0.6521739130434783,1.1342155009451798,0.0,0.0,8.0,8.0,6.434782608695652,1.8298676748582228,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.260869565217392,0.7712665406427222,7.0,16.48,23.195,6.715,19.26,2.391304347826087,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,3.918840579704348e-06,6.474606175163705e-06,0.0,194.0,229.0,35.0,210.2173913043478,16.92249527410208,194.0,1.826086956521739,0.13043478260869565,2.260869565217391,4.869565217391305,False,0.02373869707974785,0.0036991640036587443,Al0.03308337366842219 Hf0.2918069995250593 Nb0.15188936066185765 Ta0.2958253007631827 Ti0.0782560683862738 Zr0.14913889699520425 ,Al0.13043478260869565Hf0.17391304347826086Nb0.17391304347826086Ta0.17391304347826086Ti0.17391304347826086Zr0.17391304347826086,0.04929975988180718,2.9772574495774546,-0.0015791014584622181,3.7731568998109637,1.0713165827957496,-0.014854820038583846,106.37763720869566,611.6714139500001,-6.111921769674179,0.06833365751375091,0.14631379962192811,5.521739130434781,11.553875236294894,6.2178260869565225,15.0,1.0,1.0,13.0,0.0,43.91869565217391,0.31175521692656144,7.3754253308128535,-0.04527388207657721,1415.0
Al0.75 Mo1 Nb1 Ti1 V1,Al0.75 Mo1 Nb1 Ti1 V1,5,0.4496844076482911,0.34554812775505994,0.2810116526488977,0.2578407577370518,0.24216955393439688,13.0,42.0,29.0,29.0,10.526315789473685,22.0,43.0,73.0,30.0,50.68421052631579,7.047091412742381,43.0,26.9815386,95.96,68.97846139999999,64.82337556842106,24.934580573961217,47.867,933.47,2896.0,1962.53,2204.2321052631582,521.067700831025,1941.0,4.0,13.0,9.0,6.2631578947368425,2.1274238227146816,4.0,3.0,5.0,2.0,4.2631578947368425,0.6204986149584488,4.0,121.0,164.0,43.0,151.94736842105263,9.772853185595569,153.0,1.54,2.16,0.6200000000000001,1.713157894736842,0.18814404432132958,1.54,1.0,2.0,1.0,1.5789473684210527,0.48753462603878117,1.0,0.0,1.0,1.0,0.15789473684210525,0.2659279778393352,0.0,0.0,5.0,5.0,2.9473684210526314,1.3296398891966759,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.684210526315789,0.8199445983379502,4.0,0.0,1.0,1.0,0.42105263157894735,0.48753462603878117,0.0,0.0,5.0,5.0,0.7894736842105263,1.329639889196676,0.0,0.0,8.0,8.0,5.473684210526316,1.9279778393351803,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.684210526315789,0.8199445983379502,6.0,13.01,18.18,5.17,15.985263157894739,1.3770637119113573,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.7438596491157895e-06,7.490304709130194e-06,0.0,194.0,229.0,35.0,221.0,11.368421052631579,194.0,1.5789473684210527,0.15789473684210525,2.9473684210526314,0.0,False,0.09162682579073211,0.01301428652270404,Al0.06572505113379253 Mo0.31160374749847436 Nb0.30175084609669905 Ti0.15546733981143915 V0.16545301545959487 ,Al0.15789473684210525Mo0.21052631578947367Nb0.21052631578947367Ti0.21052631578947367V0.21052631578947367,0.02331568744337798,2.641607267305265,-0.00599710495391241,1.7285318559556784,1.0398775124892525,-0.013332065209759663,64.82337556842104,307.89103395,-24.524546180904604,0.06812938122088576,0.1567867036011081,6.263157894736842,11.124653739612187,5.7036842105263155,17.0,2.0,1.0,14.0,0.0,54.53736842105263,0.5904667704367373,15.145152354570637,-0.136426949424837,1260.0
Al0.8 Cr1 Fe1 Mn1 Ni1,Al0.8 Cr1 Fe1 Mn1 Ni1,5,0.4487637339278754,0.34425621773605636,0.2792606796877472,0.2558219010869547,0.23994692546629082,13.0,28.0,15.0,23.625000000000004,3.5416666666666647,24.0,49.0,73.0,24.0,57.375,6.71875,49.0,26.9815386,58.6934,31.711861399999997,50.63703664166667,7.885166013888888,51.9961,933.47,2180.0,1246.53,1663.4950000000001,303.54791666666665,1519.0,6.0,13.0,7.0,8.625,2.03125,6.0,3.0,4.0,1.0,3.833333333333333,0.277777777777778,4.0,121.0,139.0,18.0,131.41666666666666,6.5625000000000036,124.0,1.55,1.91,0.3599999999999999,1.71625,0.12812500000000002,1.55,1.0,2.0,1.0,1.7916666666666667,0.32986111111111105,1.0,0.0,1.0,1.0,0.16666666666666669,0.27777777777777785,0.0,0.0,8.0,8.0,5.0,1.6666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.958333333333333,1.71875,6.0,0.0,1.0,1.0,0.20833333333333334,0.32986111111111105,0.0,0.0,5.0,5.0,0.8333333333333334,1.3888888888888888,0.0,0.0,5.0,5.0,3.3333333333333335,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.375,1.1458333333333335,2.0,10.32,16.48,6.16,11.6482471264375,1.6105842911875001,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5638265876436781,0.6576684686302684,0.0,217.0,229.0,12.0,225.0,3.3333333333333335,217.0,1.7916666666666667,0.16666666666666669,5.0,0.0,False,0.031880743083437246,0.004655025560252234,Al0.08880699579287206 Cr0.21392485721448787 Fe0.22976018684368782 Mn0.22602874893055655 Ni0.24147921121839566 ,Al0.16666666666666669Cr0.20833333333333334Fe0.20833333333333334Mn0.20833333333333334Ni0.20833333333333334,0.041589819673818855,1.9500393640002092,-0.003303036501297495,2.855902777777778,1.0759018873207336,-0.013350675322473433,50.637036641666676,243.05777588,-7.718433374071268,0.07307496501709296,0.19418402777777777,8.625000000000002,11.388888888888891,3.844166666666667,26.0,1.0,1.0,24.0,0.0,77.30458333333334,0.3558847476075466,14.09262152777778,-0.06656592982775357,1200.0
